0,Dwarf remains,item_model_ground,2595
181,Superantipoison(3),item_model_ground,2697
183,Superantipoison(2),item_model_ground,2384
185,Superantipoison(1),item_model_ground,2621
187,Weapon poison,item_model_ground,2789
189,Zamorak brew(3),item_model_ground,2697
191,Zamorak brew(2),item_model_ground,2384
193,Zamorak brew(1),item_model_ground,2621
195,Potion,item_model_ground,2789
197,Poison chalice,item_model_ground,2639
199,Grimy guam leaf,item_model_ground,28192
201,Grimy marrentill,item_model_ground,28192
203,Grimy tarromin,item_model_ground,28192
205,Grimy harralander,item_model_ground,28192
207,Grimy ranarr weed,item_model_ground,28192
209,Grimy irit leaf,item_model_ground,28192
211,Grimy avantoe,item_model_ground,28192
213,Grimy kwuarm,item_model_ground,28192
215,Grimy cadantine,item_model_ground,28192
217,Grimy dwarf weed,item_model_ground,28192
219,Grimy torstol,item_model_ground,28192
221,Eye of newt,item_model_ground,2520
223,Red spiders' eggs,item_model_ground,2343
225,Limpwurt root,item_model_ground,7221
227,Vial of water,item_model_ground,2789
229,Vial,item_model_ground,2747
229,Vial,item_model_male0,561
229,Vial,item_model_female0,561
231,Snape grass,item_model_ground,2440
233,Pestle and mortar,item_model_ground,2682
235,Unicorn horn dust,item_model_ground,2742
237,Unicorn horn,item_model_ground,2495
239,White berries,item_model_ground,2358
241,Dragon scale dust,item_model_ground,2742
243,Blue dragon scale,item_model_ground,2761
245,Wine of zamorak,item_model_ground,2390
247,Jangerberries,item_model_ground,2358
249,Guam leaf,item_model_ground,2364
251,Marrentill,item_model_ground,2364
253,Tarromin,item_model_ground,2364
255,Harralander,item_model_ground,2364
257,Ranarr weed,item_model_ground,2364
259,Irit leaf,item_model_ground,2364
261,Avantoe,item_model_ground,2364
263,Kwuarm,item_model_ground,2364
265,Cadantine,item_model_ground,2364
267,Dwarf weed,item_model_ground,2364
269,Torstol,item_model_ground,2364
271,Pressure gauge,item_model_ground,2681
272,Fish food,item_model_ground,2815
272,Fish food,item_model_male0,9816
272,Fish food,item_model_female0,9816
273,Poison,item_model_ground,2714
274,Poisoned fish food,item_model_ground,2815
275,Key,item_model_ground,2372
276,Rubber tube,item_model_ground,2463
277,Oil can,item_model_ground,2466
278,Cattleprod,item_model_ground,2700
278,Cattleprod,item_model_male0,537
278,Cattleprod,item_model_female0,537
279,Sheep feed,item_model_ground,2650
280,Sheep bones (1),item_model_ground,2674
281,Sheep bones (2),item_model_ground,2674
282,Sheep bones (3),item_model_ground,2674
283,Sheep bones (4),item_model_ground,2674
284,Plague jacket,item_model_ground,2446
284,Plague jacket,item_model_male0,295
284,Plague jacket,item_model_male1,150
284,Plague jacket,item_model_female0,459
284,Plague jacket,item_model_female1,331
285,Plague trousers,item_model_ground,8360
285,Plague trousers,item_model_male0,6849
285,Plague trousers,item_model_female0,8358
286,Orange goblin mail,item_model_ground,24514
287,Blue goblin mail,item_model_ground,24514
288,Goblin mail,item_model_ground,24514
290,Research package,item_model_ground,2426
291,Notes,item_model_ground,2600
292,Book on baxtorian,item_model_ground,2794
293,Key,item_model_ground,2372
294,Glarial's pebble,item_model_ground,2701
295,Glarial's amulet,item_model_ground,2515
295,Glarial's amulet,item_model_male0,283
295,Glarial's amulet,item_model_female0,447
296,Glarial's urn,item_model_ground,2704
297,Glarial's urn (empty),item_model_ground,2704
298,Key,item_model_ground,2372
299,Mithril seeds,item_model_ground,2381
300,Rat's tail,item_model_ground,2751
301,Lobster pot,item_model_ground,2663
301,Lobster pot,item_model_male0,531
301,Lobster pot,item_model_female0,531
303,Small fishing net,item_model_ground,2403
303,Small fishing net,item_model_male0,551
303,Small fishing net,item_model_female0,551
305,Big fishing net,item_model_ground,2626
305,Big fishing net,item_model_male0,489
305,Big fishing net,item_model_female0,489
307,Fishing rod,item_model_ground,2828
307,Fishing rod,item_model_male0,562
307,Fishing rod,item_model_female0,42643
309,Fly fishing rod,item_model_ground,2695
309,Fly fishing rod,item_model_male0,562
309,Fly fishing rod,item_model_female0,42643
311,Harpoon,item_model_ground,2469
311,Harpoon,item_model_male0,503
311,Harpoon,item_model_female0,503
313,Fishing bait,item_model_ground,2436
314,Feather,item_model_ground,2476
314,Feather,item_model_male0,8359
314,Feather,item_model_female0,8359
315,Shrimps,item_model_ground,2590
317,Raw shrimps,item_model_ground,2590
319,Anchovies,item_model_ground,2590
321,Raw anchovies,item_model_ground,2590
323,Burnt fish,item_model_ground,2590
325,Sardine,item_model_ground,2357
327,Raw sardine,item_model_ground,2357
329,Salmon,item_model_ground,2354
331,Raw salmon,item_model_ground,2354
333,Trout,item_model_ground,2354
335,Raw trout,item_model_ground,2354
337,Giant carp,item_model_ground,2354
338,Raw giant carp,item_model_ground,2354
339,Cod,item_model_ground,2354
341,Raw cod,item_model_ground,2354
343,Burnt fish,item_model_ground,2354
345,Raw herring,item_model_ground,2353
347,Herring,item_model_ground,2353
349,Raw pike,item_model_ground,2354
351,Pike,item_model_ground,2354
353,Raw mackerel,item_model_ground,2353
355,Mackerel,item_model_ground,2353
357,Burnt fish,item_model_ground,2353
359,Raw tuna,item_model_ground,2355
361,Tuna,item_model_ground,2355
363,Raw bass,item_model_ground,2355
365,Bass,item_model_ground,2355
367,Burnt fish,item_model_ground,2355
369,Burnt fish,item_model_ground,2357
371,Raw swordfish,item_model_ground,2494
373,Swordfish,item_model_ground,2494
375,Burnt swordfish,item_model_ground,2494
377,Raw lobster,item_model_ground,2804
379,Lobster,item_model_ground,2804
381,Burnt lobster,item_model_ground,2804
383,Raw shark,item_model_ground,2594
385,Shark,item_model_ground,2594
387,Burnt shark,item_model_ground,2594
389,Raw manta ray,item_model_ground,2722
391,Manta ray,item_model_ground,2722
393,Burnt manta ray,item_model_ground,2722
395,Raw sea turtle,item_model_ground,2619
397,Sea turtle,item_model_ground,2619
399,Burnt sea turtle,item_model_ground,2619
401,Seaweed,item_model_ground,2370
403,Edible seaweed,item_model_ground,2370
405,Casket,item_model_ground,2450
407,Oyster,item_model_ground,2363
409,Empty oyster,item_model_ground,2593
411,Oyster pearl,item_model_ground,2721
411,Oyster pearl,item_model_male0,16850
411,Oyster pearl,item_model_female0,16845
413,Oyster pearls,item_model_ground,2377
413,Oyster pearls,item_model_male0,16850
413,Oyster pearls,item_model_female0,16845
415,Ethenea,item_model_ground,2747
416,Liquid honey,item_model_ground,2789
417,Sulphuric broline,item_model_ground,2789
418,Plague sample,item_model_ground,2788
419,Touch paper,item_model_ground,2781
420,Distillator,item_model_ground,2613
421,Lathas' amulet,item_model_ground,2508
421,Lathas' amulet,item_model_male0,282
421,Lathas' amulet,item_model_female0,446
422,Bird feed,item_model_ground,2678
423,Key,item_model_ground,2372
424,Pigeon cage,item_model_ground,2479
425,Pigeon cage,item_model_ground,2663
426,Priest gown,item_model_ground,2786
426,Priest gown,item_model_male0,292
426,Priest gown,item_model_male1,170
426,Priest gown,item_model_female0,456
426,Priest gown,item_model_female1,348
428,Priest gown,item_model_ground,2521
428,Priest gown,item_model_male0,265
428,Priest gown,item_model_female0,428
430,Medical gown,item_model_ground,4242
430,Medical gown,item_model_male0,292
430,Medical gown,item_model_male1,151
430,Medical gown,item_model_female0,456
430,Medical gown,item_model_female1,332
431,Karamjan rum,item_model_ground,2660
432,Chest key,item_model_ground,2372
433,Pirate message,item_model_ground,2600
434,Clay,item_model_ground,2742
436,Copper ore,item_model_ground,2748
438,Tin ore,item_model_ground,2748
440,Iron ore,item_model_ground,2748
442,Silver ore,item_model_ground,2748
444,Gold ore,item_model_ground,2748
446,'perfect' gold ore,item_model_ground,2748
447,Mithril ore,item_model_ground,2748
449,Adamantite ore,item_model_ground,2748
451,Runite ore,item_model_ground,2748
453,Coal,item_model_ground,2748
455,Barcrawl card,item_model_ground,2430
456,Scorpion cage,item_model_ground,2341
457,Scorpion cage,item_model_ground,2703
458,Scorpion cage,item_model_ground,2703
459,Scorpion cage,item_model_ground,2703
460,Scorpion cage,item_model_ground,2703
461,Scorpion cage,item_model_ground,2703
462,Scorpion cage,item_model_ground,2703
463,Scorpion cage,item_model_ground,2703
464,Strange fruit,item_model_ground,2432
466,Pickaxe handle,item_model_ground,2597
468,Broken pickaxe,item_model_ground,529
470,Broken pickaxe,item_model_ground,529
472,Broken pickaxe,item_model_ground,529
474,Broken pickaxe,item_model_ground,529
476,Broken pickaxe,item_model_ground,529
478,Broken pickaxe,item_model_ground,529
480,Bronze pick head,item_model_ground,529
482,Iron pick head,item_model_ground,529
484,Steel pick head,item_model_ground,529
486,Mithril pick head,item_model_ground,529
488,Adamant pick head,item_model_ground,529
490,Rune pick head,item_model_ground,529
492,Axe handle,item_model_ground,2597
494,Broken axe,item_model_ground,529
496,Broken axe,item_model_ground,529
498,Broken axe,item_model_ground,529
500,Broken axe,item_model_ground,529
502,Broken axe,item_model_ground,529
504,Broken axe,item_model_ground,529
506,Broken axe,item_model_ground,529
508,Bronze axe head,item_model_ground,529
510,Iron axe head,item_model_ground,529
512,Steel axe head,item_model_ground,529
514,Black axe head,item_model_ground,529
516,Mithril axe head,item_model_ground,529
518,Adamant axe head,item_model_ground,529
520,Rune axe head,item_model_ground,529
522,Enchanted beef,item_model_ground,2760
523,Enchanted rat,item_model_ground,2760
524,Enchanted bear,item_model_ground,2760
525,Enchanted chicken,item_model_ground,2498
526,Bones,item_model_ground,2674
528,Burnt bones,item_model_ground,2674
530,Bat bones,item_model_ground,2674
532,Big bones,item_model_ground,222
534,Babydragon bones,item_model_ground,222
536,Dragon bones,item_model_ground,2768
538,Druid's robe,item_model_ground,2521
538,Druid's robe,item_model_male0,265
538,Druid's robe,item_model_female0,428
540,Druid's robe top,item_model_ground,2786
540,Druid's robe top,item_model_male0,170
540,Druid's robe top,item_model_male1,292
540,Druid's robe top,item_model_female0,348
540,Druid's robe top,item_model_female1,456
542,Monk's robe,item_model_ground,2521
542,Monk's robe,item_model_male0,265
542,Monk's robe,item_model_female0,428
544,Monk's robe top,item_model_ground,2786
544,Monk's robe top,item_model_male0,170
544,Monk's robe top,item_model_male1,292
544,Monk's robe top,item_model_female0,348
544,Monk's robe top,item_model_female1,456
546,Shade robe top,item_model_ground,2786
546,Shade robe top,item_model_male0,170
546,Shade robe top,item_model_male1,292
546,Shade robe top,item_model_female0,348
546,Shade robe top,item_model_female1,456
548,Shade robe,item_model_ground,2521
548,Shade robe,item_model_male0,265
548,Shade robe,item_model_female0,428
550,Newcomer map,item_model_ground,2774
552,Ghostspeak amulet,item_model_ground,14991
552,Ghostspeak amulet,item_model_male0,15006
552,Ghostspeak amulet,item_model_female0,15011
553,Ghost's skull,item_model_ground,14992
554,Fire rune,item_model_ground,2399
555,Water rune,item_model_ground,2652
556,Air rune,item_model_ground,2405
557,Earth rune,item_model_ground,2737
558,Mind rune,item_model_ground,2481
559,Body rune,item_model_ground,2340
560,Death rune,item_model_ground,2645
561,Nature rune,item_model_ground,2734
562,Chaos rune,item_model_ground,2707
563,Law rune,item_model_ground,2382
564,Cosmic rune,item_model_ground,2735
565,Blood rune,item_model_ground,2665
566,Soul rune,item_model_ground,2434
567,Unpowered orb,item_model_ground,2428
569,Fire orb,item_model_ground,2428
571,Water orb,item_model_ground,2428
573,Air orb,item_model_ground,2428
575,Earth orb,item_model_ground,2428
577,Blue wizard robe,item_model_ground,2786
577,Blue wizard robe,item_model_male0,170
577,Blue wizard robe,item_model_male1,292
577,Blue wizard robe,item_model_female0,348
577,Blue wizard robe,item_model_female1,456
579,Blue wizard hat,item_model_ground,2483
579,Blue wizard hat,item_model_male0,202
579,Blue wizard hat,item_model_female0,377
581,Black robe,item_model_ground,2786
581,Black robe,item_model_male0,170
581,Black robe,item_model_male1,292
581,Black robe,item_model_female0,348
581,Black robe,item_model_female1,456
583,Bailing bucket,item_model_ground,2397
583,Bailing bucket,item_model_male0,543
583,Bailing bucket,item_model_female0,543
585,Bailing bucket,item_model_ground,2504
585,Bailing bucket,item_model_male0,543
585,Bailing bucket,item_model_female0,543
587,Orb of protection,item_model_ground,2336
588,Orbs of protection,item_model_ground,2337
589,Gnome amulet,item_model_ground,2515
589,Gnome amulet,item_model_male0,283
589,Gnome amulet,item_model_female0,447
590,Tinderbox,item_model_ground,2348
590,Tinderbox,item_model_male0,488
590,Tinderbox,item_model_female0,488
592,Ashes,item_model_ground,2742
594,Lit torch,item_model_ground,2671
595,Torch,item_model_ground,2671
596,Unlit torch,item_model_ground,2554
598,Bronze fire arrow,item_model_ground,2702
600,Astronomy book,item_model_ground,27053
601,Goblin kitchen key,item_model_ground,2372
602,Lens mould,item_model_ground,2773
603,Observatory lens,item_model_ground,27054
604,Bone shard,item_model_ground,2654
605,Bone key,item_model_ground,2372
606,Stone-plaque,item_model_ground,2510
607,Tattered scroll,item_model_ground,2600
608,Crumpled scroll,item_model_ground,2600
609,Rashiliyia corpse,item_model_ground,2595
610,Zadimus corpse,item_model_ground,2595
611,Locating crystal,item_model_ground,2744
612,Locating crystal,item_model_ground,2744
613,Locating crystal,item_model_ground,2744
614,Locating crystal,item_model_ground,2744
615,Locating crystal,item_model_ground,2744
616,Beads of the dead,item_model_ground,2713
616,Beads of the dead,item_model_male0,285
616,Beads of the dead,item_model_female0,449
617,Coins,item_model_ground,2667
618,Bone beads,item_model_ground,2561
619,Paramaya ticket,item_model_ground,2560
620,Paramaya ticket,item_model_ground,2560
621,Ship ticket,item_model_ground,2560
623,Sword pommel,item_model_ground,2547
624,Bervirius notes,item_model_ground,2600
625,Wampum belt,item_model_ground,3155
626,Pink boots,item_model_ground,2837
626,Pink boots,item_model_male0,185
626,Pink boots,item_model_female0,361
628,Green boots,item_model_ground,2837
628,Green boots,item_model_male0,185
628,Green boots,item_model_female0,361
630,Blue boots,item_model_ground,2837
630,Blue boots,item_model_male0,185
630,Blue boots,item_model_female0,361
632,Cream boots,item_model_ground,2837
632,Cream boots,item_model_male0,185
632,Cream boots,item_model_female0,361
634,Turquoise boots,item_model_ground,2837
634,Turquoise boots,item_model_male0,185
634,Turquoise boots,item_model_female0,361
636,Pink robe top,item_model_ground,2786
636,Pink robe top,item_model_male0,170
636,Pink robe top,item_model_male1,292
636,Pink robe top,item_model_female0,348
636,Pink robe top,item_model_female1,456
638,Green robe top,item_model_ground,2786
638,Green robe top,item_model_male0,170
638,Green robe top,item_model_male1,292
638,Green robe top,item_model_female0,348
638,Green robe top,item_model_female1,456
640,Blue robe top,item_model_ground,2786
640,Blue robe top,item_model_male0,170
640,Blue robe top,item_model_male1,292
640,Blue robe top,item_model_female0,348
640,Blue robe top,item_model_female1,456
642,Cream robe top,item_model_ground,2786
642,Cream robe top,item_model_male0,170
642,Cream robe top,item_model_male1,292
642,Cream robe top,item_model_female0,348
642,Cream robe top,item_model_female1,456
644,Turquoise robe top,item_model_ground,2786
644,Turquoise robe top,item_model_male0,170
644,Turquoise robe top,item_model_male1,292
644,Turquoise robe top,item_model_female0,348
644,Turquoise robe top,item_model_female1,456
646,Pink robe bottoms,item_model_ground,2521
646,Pink robe bottoms,item_model_male0,265
646,Pink robe bottoms,item_model_female0,428
648,Green robe bottoms,item_model_ground,2521
648,Green robe bottoms,item_model_male0,265
648,Green robe bottoms,item_model_female0,428
650,Blue robe bottoms,item_model_ground,2521
650,Blue robe bottoms,item_model_male0,265
650,Blue robe bottoms,item_model_female0,428
652,Cream robe bottoms,item_model_ground,2521
652,Cream robe bottoms,item_model_male0,265
652,Cream robe bottoms,item_model_female0,428
654,Turquoise robe bottoms,item_model_ground,2521
654,Turquoise robe bottoms,item_model_male0,265
654,Turquoise robe bottoms,item_model_female0,428
656,Pink hat,item_model_ground,2483
656,Pink hat,item_model_male0,202
656,Pink hat,item_model_female0,377
658,Green hat,item_model_ground,2483
658,Green hat,item_model_male0,202
658,Green hat,item_model_female0,377
660,Blue hat,item_model_ground,2483
660,Blue hat,item_model_male0,202
660,Blue hat,item_model_female0,377
662,Cream hat,item_model_ground,2483
662,Cream hat,item_model_male0,202
662,Cream hat,item_model_female0,377
664,Turquoise hat,item_model_ground,2483
664,Turquoise hat,item_model_male0,202
664,Turquoise hat,item_model_female0,377
666,Portrait,item_model_ground,2425
667,Blurite sword,item_model_ground,2503
667,Blurite sword,item_model_male0,39620
667,Blurite sword,item_model_female0,39591
668,Blurite ore,item_model_ground,2748
669,Specimen jar,item_model_ground,17298
670,Specimen brush,item_model_ground,2385
671,Animal skull,item_model_ground,17290
672,Special cup,item_model_ground,17297
673,Teddy,item_model_ground,17291
674,Cracked sample,item_model_ground,2393
675,Rock pick,item_model_ground,2792
675,Rock pick,item_model_male0,17286
675,Rock pick,item_model_female0,17285
676,Trowel,item_model_ground,2630
677,Panning tray,item_model_ground,2577
677,Panning tray,item_model_male0,17284
677,Panning tray,item_model_female0,17284
678,Panning tray,item_model_ground,2513
679,Panning tray,item_model_ground,2452
680,Nuggets,item_model_ground,2812
681,Ancient talisman,item_model_ground,2449
682,Unstamped letter,item_model_ground,17292
683,Sealed letter,item_model_ground,17294
684,Belt buckle,item_model_ground,2516
685,Old boot,item_model_ground,2683
686,Rusty sword,item_model_ground,2608
687,Broken arrow,item_model_ground,2512
688,Buttons,item_model_ground,2549
689,Broken staff,item_model_ground,2459
690,Broken glass,item_model_ground,2676
691,Level 1 certificate,item_model_ground,17289
692,Level 2 certificate,item_model_ground,17289
693,Level 3 certificate,item_model_ground,17289
694,Ceramic remains,item_model_ground,2493
695,Old tooth,item_model_ground,2522
696,Invitation letter,item_model_ground,17289
697,Damaged armour,item_model_ground,1306
698,Broken armour,item_model_ground,1314
699,Stone tablet,item_model_ground,2627
700,Chemical powder,item_model_ground,2742
701,Ammonium nitrate,item_model_ground,2742
702,Unidentified liquid,item_model_ground,2789
703,Nitroglycerin,item_model_ground,2789
704,Ground charcoal,item_model_ground,2742
705,Mixed chemicals,item_model_ground,2789
706,Mixed chemicals,item_model_ground,2789
707,Chemical compound,item_model_ground,2789
708,Arcenia root,item_model_ground,2629
709,Chest key,item_model_ground,2372
710,Vase,item_model_ground,2704
711,Book on chemicals,item_model_ground,2543
712,Cup of tea,item_model_ground,2468
713,Clue scroll,item_model_ground,2521
714,Radimus notes,item_model_ground,2600
715,Radimus notes,item_model_ground,2600
716,Bull roarer,item_model_ground,2741
717,Scrawled note,item_model_ground,2838
717,Scrawled note,item_model_male0,532
717,Scrawled note,item_model_female0,532
718,A scribbled note,item_model_ground,2838
718,A scribbled note,item_model_male0,532
718,A scribbled note,item_model_female0,532
719,Scrumpled note,item_model_ground,2838
719,Scrumpled note,item_model_male0,532
719,Scrumpled note,item_model_female0,532
720,Sketch,item_model_ground,2600
721,Gold bowl,item_model_ground,2807
722,Blessed gold bowl,item_model_ground,2807
723,Golden bowl,item_model_ground,2367
724,Golden bowl,item_model_ground,2367
725,Golden bowl,item_model_ground,2367
726,Golden bowl,item_model_ground,2367
727,Hollow reed,item_model_ground,2344
727,Hollow reed,item_model_male0,515
727,Hollow reed,item_model_female0,515
728,Hollow reed,item_model_ground,2344
728,Hollow reed,item_model_male0,515
728,Hollow reed,item_model_female0,515
729,Shamans tome,item_model_ground,2633
730,Binding book,item_model_ground,2509
731,Enchanted vial,item_model_ground,1736
731,Enchanted vial,item_model_male0,561
731,Enchanted vial,item_model_female0,561
732,Holy water,item_model_ground,1736
732,Holy water,item_model_male0,552
732,Holy water,item_model_female0,552
733,Smashed glass,item_model_ground,2676
735,Yommi tree seeds,item_model_ground,2381
736,Yommi tree seeds,item_model_ground,2381
737,Snakeweed mixture,item_model_ground,2789
738,Ardrigal mixture,item_model_ground,2789
739,Bravery potion,item_model_ground,2789
740,Blue hat,item_model_ground,2483
740,Blue hat,item_model_male0,202
740,Blue hat,item_model_female0,377
741,Chunk of crystal,item_model_ground,2842
742,Hunk of crystal,item_model_ground,2843
743,Lump of crystal,item_model_ground,2844
744,Heart crystal,item_model_ground,2472
745,Heart crystal,item_model_ground,2827
746,Dark dagger,item_model_ground,2614
746,Dark dagger,item_model_male0,524
746,Dark dagger,item_model_female0,42635
747,Glowing dagger,item_model_ground,2733
747,Glowing dagger,item_model_male0,5116
747,Glowing dagger,item_model_female0,42648
748,Holy force,item_model_ground,2583
749,Yommi totem,item_model_ground,1759
750,Gilded totem,item_model_ground,1759
751,Gnomeball,item_model_ground,2644
751,Gnomeball,item_model_male0,528
751,Gnomeball,item_model_female0,528
753,Cadava berries,item_model_ground,2358
755,Message,item_model_ground,12145
756,Cadava potion,item_model_ground,2789
757,Book,item_model_ground,25776
758,Phoenix hq key,item_model_ground,2372
759,Weapon store key,item_model_ground,2372
761,Intel report,item_model_ground,2600
762,Falador shield,item_model_ground,29132
763,Broken shield,item_model_ground,25773
764,Coal bag,item_model_ground,7508
765,Broken shield,item_model_ground,25774
766,Gem bag,item_model_ground,7508
767,Phoenix crossbow,item_model_ground,17370
767,Phoenix crossbow,item_model_male0,16846
767,Phoenix crossbow,item_model_female0,42622
769,Certificate,item_model_ground,25771
770,Ardougne cloak,item_model_ground,29163
771,Dramen branch,item_model_ground,2412
772,Dramen staff,item_model_ground,35763
772,Dramen staff,item_model_male0,30556
772,Dramen staff,item_model_female0,31195
773,'perfect' ring,item_model_ground,2677
774,'perfect' necklace,item_model_ground,2506
774,'perfect' necklace,item_model_male0,281
774,'perfect' necklace,item_model_female0,445
775,Cooking gauntlets,item_model_ground,2649
775,Cooking gauntlets,item_model_male0,179
775,Cooking gauntlets,item_model_female0,356
776,Goldsmith gauntlets,item_model_ground,2649
776,Goldsmith gauntlets,item_model_male0,179
776,Goldsmith gauntlets,item_model_female0,356
777,Chaos gauntlets,item_model_ground,2649
777,Chaos gauntlets,item_model_male0,179
777,Chaos gauntlets,item_model_female0,356
778,Steel gauntlets,item_model_ground,2649
778,Steel gauntlets,item_model_male0,179
