"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"117","Strength potion(2)","","117","False","","False","2 doses of Strength potion.","/Game/Textures/Items/T_StrengthPotion2.T_StrengthPotion2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"119","Strength potion(1)","","119","False","","False","1 dose of Strength potion.","/Game/Textures/Items/T_StrengthPotion1.T_StrengthPotion1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"121","Attack potion(3)","","121","False","","False","3 doses of Attack potion.","/Game/Textures/Items/T_AttackPotion3.T_AttackPotion3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"123","Attack potion(2)","","123","False","","False","2 doses of Attack potion.","/Game/Textures/Items/T_AttackPotion2.T_AttackPotion2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"125","Attack potion(1)","","125","False","","False","1 dose of Attack potion.","/Game/Textures/Items/T_AttackPotion1.T_AttackPotion1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"127","Restore potion(3)","","127","False","","False","3 doses of restore potion.","/Game/Textures/Items/T_RestorePotion3.T_RestorePotion3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"129","Restore potion(2)","","129","False","","False","2 doses of restore potion.","/Game/Textures/Items/T_RestorePotion2.T_RestorePotion2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"131","Restore potion(1)","","131","False","","False","1 dose of restore potion.","/Game/Textures/Items/T_RestorePotion1.T_RestorePotion1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"133","Defence potion(3)","","133","False","","False","3 doses of Defence potion.","/Game/Textures/Items/T_DefencePotion3.T_DefencePotion3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"135","Defence potion(2)","","135","False","","False","2 doses of Defence potion.","/Game/Textures/Items/T_DefencePotion2.T_DefencePotion2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"137","Defence potion(1)","","137","False","","False","1 dose of Defence potion.","/Game/Textures/Items/T_DefencePotion1.T_DefencePotion1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"139","Prayer potion(3)","","139","False","","False","3 doses of Prayer restore potion.","/Game/Textures/Items/T_PrayerPotion3.T_PrayerPotion3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"141","Prayer potion(2)","","141","False","","False","2 doses of Prayer restore potion.","/Game/Textures/Items/T_PrayerPotion2.T_PrayerPotion2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"143","Prayer potion(1)","","143","False","","False","1 dose of Prayer restore potion.","/Game/Textures/Items/T_PrayerPotion1.T_PrayerPotion1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"145","Super attack(3)","","145","False","","False","3 doses of super Attack potion.","/Game/Textures/Items/T_SuperAttack3.T_SuperAttack3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"147","Super attack(2)","","147","False","","False","2 doses of super Attack potion.","/Game/Textures/Items/T_SuperAttack2.T_SuperAttack2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"149","Super attack(1)","","149","False","","False","1 dose of super Attack potion.","/Game/Textures/Items/T_SuperAttack1.T_SuperAttack1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"151","Fishing potion(3)","","151","False","","False","3 doses of Fishing potion.","/Game/Textures/Items/T_FishingPotion3.T_FishingPotion3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"153","Fishing potion(2)","","153","False","","False","2 doses of Fishing potion.","/Game/Textures/Items/T_FishingPotion2.T_FishingPotion2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"155","Fishing potion(1)","","155","False","","False","1 dose of Fishing potion.","/Game/Textures/Items/T_FishingPotion1.T_FishingPotion1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"157","Super strength(3)","","157","False","","False","3 doses of super Strength potion.","/Game/Textures/Items/T_SuperStrength3.T_SuperStrength3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"159","Super strength(2)","","159","False","","False","2 doses of super Strength potion.","/Game/Textures/Items/T_SuperStrength2.T_SuperStrength2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"161","Super strength(1)","","161","False","","False","1 dose of super Strength potion.","/Game/Textures/Items/T_SuperStrength1.T_SuperStrength1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"163","Super defence(3)","","163","False","","False","3 doses of super Defence potion.","/Game/Textures/Items/T_SuperDefence3.T_SuperDefence3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"165","Super defence(2)","","165","False","","False","2 doses of super Defence potion.","/Game/Textures/Items/T_SuperDefence2.T_SuperDefence2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"167","Super defence(1)","","167","False","","False","1 dose of super Defence potion.","/Game/Textures/Items/T_SuperDefence1.T_SuperDefence1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"169","Ranging potion(3)","","169","False","","False","3 doses of ranging potion.","/Game/Textures/Items/T_RangingPotion3.T_RangingPotion3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"171","Ranging potion(2)","","171","False","","False","2 doses of ranging potion.","/Game/Textures/Items/T_RangingPotion2.T_RangingPotion2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"173","Ranging potion(1)","","173","False","","False","1 dose of ranging potion.","/Game/Textures/Items/T_RangingPotion1.T_RangingPotion1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"175","Antipoison(3)","","175","False","","False","3 doses of antipoison potion.","/Game/Textures/Items/T_Antipoison3.T_Antipoison3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"177","Antipoison(2)","","177","False","","False","2 doses of antipoison potion.","/Game/Textures/Items/T_Antipoison2.T_Antipoison2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"179","Antipoison(1)","","179","False","","False","1 dose of antipoison potion.","/Game/Textures/Items/T_Antipoison1.T_Antipoison1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"181","Superantipoison(3)","","181","False","","False","3 doses of super antipoison potion.","/Game/Textures/Items/T_Superantipoison3.T_Superantipoison3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"183","Superantipoison(2)","","183","False","","False","2 doses of super antipoison potion.","/Game/Textures/Items/T_Superantipoison2.T_Superantipoison2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"185","Superantipoison(1)","","185","False","","False","1 dose of super antipoison potion.","/Game/Textures/Items/T_Superantipoison1.T_Superantipoison1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"187","Weapon poison","","187","False","","False","For use on daggers and projectiles.","/Game/Textures/Items/T_WeaponPoison.T_WeaponPoison",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"189","Zamorak brew(3)","","189","False","","False","3 doses of Zamorak brew.","/Game/Textures/Items/T_ZamorakBrew3.T_ZamorakBrew3",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"191","Zamorak brew(2)","","191","False","","False","2 doses of Zamorak brew.","/Game/Textures/Items/T_ZamorakBrew2.T_ZamorakBrew2",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"193","Zamorak brew(1)","","193","False","","False","1 dose of Zamorak brew.","/Game/Textures/Items/T_ZamorakBrew1.T_ZamorakBrew1",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"195","Potion","","195","False","","False","This is meant to be good for spots.","/Game/Textures/Items/T_Potion.T_Potion",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"197","Poison chalice","","197","False","","False","A cup of a strange brew...","/Game/Textures/Items/T_PoisonChalice.T_PoisonChalice",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"199","Grimy guam leaf","","199","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyGuamLeaf.T_GrimyGuamLeaf",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"201","Grimy marrentill","","201","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyMarrentill.T_GrimyMarrentill",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"203","Grimy tarromin","","203","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyTarromin.T_GrimyTarromin",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"205","Grimy harralander","","205","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyHarralander.T_GrimyHarralander",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"207","Grimy ranarr weed","","207","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyRanarrWeed.T_GrimyRanarrWeed",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"209","Grimy irit leaf","","209","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyIritLeaf.T_GrimyIritLeaf",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"211","Grimy avantoe","","211","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyAvantoe.T_GrimyAvantoe",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"213","Grimy kwuarm","","213","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyKwuarm.T_GrimyKwuarm",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"215","Grimy cadantine","","215","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyCadantine.T_GrimyCadantine",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"217","Grimy dwarf weed","","217","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyDwarfWeed.T_GrimyDwarfWeed",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"219","Grimy torstol","","219","False","","False","It needs cleaning.","/Game/Textures/Items/T_GrimyTorstol.T_GrimyTorstol",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"221","Eye of newt","","221","False","","False","It seems to be looking at me.","/Game/Textures/Items/T_EyeOfNewt.T_EyeOfNewt",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"223","Red spiders' eggs","","223","False","","False","Ewww!","/Game/Textures/Items/T_RedSpidersEggs.T_RedSpidersEggs",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"225","Limpwurt root","","225","False","","False","The root of a limpwurt plant.","/Game/Textures/Items/T_LimpwurtRoot.T_LimpwurtRoot",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"227","Vial of water","","227","False","","False","A glass vial containing water.","/Game/Textures/Items/T_VialOfWater.T_VialOfWater",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"229","Vial","","229","False","","False","An empty glass vial.","/Game/Textures/Items/T_Vial.T_Vial",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"231","Snape grass","","231","False","","False","Strange spiky grass.","/Game/Textures/Items/T_SnapeGrass.T_SnapeGrass",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"233","Pestle and mortar","","233","False","","False","I can grind things for potions in this.","/Game/Textures/Items/T_PestleAndMortar.T_PestleAndMortar",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"235","Unicorn horn dust","","235","False","","False","Finely ground horn of Unicorn.","/Game/Textures/Items/T_UnicornHornDust.T_UnicornHornDust",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"237","Unicorn horn","","237","False","","False","This horn has restorative properties.","/Game/Textures/Items/T_UnicornHorn.T_UnicornHorn",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"239","White berries","","239","False","","False","Sour berries, used in potions.","/Game/Textures/Items/T_WhiteBerries.T_WhiteBerries",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"241","Dragon scale dust","","241","False","","False","Finely ground scale of Dragon.","/Game/Textures/Items/T_DragonScaleDust.T_DragonScaleDust",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"243","Blue dragon scale","","243","False","","False","A large shiny scale.","/Game/Textures/Items/T_BlueDragonScale.T_BlueDragonScale",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"245","Wine of zamorak","","245","False","","False","An evil wine for an evil god.","/Game/Textures/Items/T_WineOfZamorak.T_WineOfZamorak",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"247","Jangerberries","","247","False","","False","They don't look very ripe.","/Game/Textures/Items/T_Jangerberries.T_Jangerberries",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"249","Guam leaf","","249","False","","False","A bitter green herb.","/Game/Textures/Items/T_GuamLeaf.T_GuamLeaf",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"251","Marrentill","","251","False","","False","A herb used in poison cures.","/Game/Textures/Items/T_Marrentill.T_Marrentill",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"253","Tarromin","","253","False","","False","A useful herb.","/Game/Textures/Items/T_Tarromin.T_Tarromin",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"255","Harralander","","255","False","","False","A useful herb.","/Game/Textures/Items/T_Harralander.T_Harralander",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"257","Ranarr weed","","257","False","","False","A useful herb.","/Game/Textures/Items/T_RanarrWeed.T_RanarrWeed",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"259","Irit leaf","","259","False","","False","A useful herb.","/Game/Textures/Items/T_IritLeaf.T_IritLeaf",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"261","Avantoe","","261","False","","False","A useful herb.","/Game/Textures/Items/T_Avantoe.T_Avantoe",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"263","Kwuarm","","263","False","","False","A powerful herb.","/Game/Textures/Items/T_Kwuarm.T_Kwuarm",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"265","Cadantine","","265","False","","False","A powerful herb.","/Game/Textures/Items/T_Cadantine.T_Cadantine",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"267","Dwarf weed","","267","False","","False","A powerful herb.","/Game/Textures/Items/T_DwarfWeed.T_DwarfWeed",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"269","Torstol","","269","False","","False","A powerful herb.","/Game/Textures/Items/T_Torstol.T_Torstol",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"272","Fish food","","272","False","","False","Keeps your pet fish strong and healthy.","/Game/Textures/Items/T_FishFood.T_FishFood",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"288","Goblin mail","","288","False","","False","Armour designed to fit goblins.","/Game/Textures/Items/T_GoblinMail.T_GoblinMail",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"290","Research package","","290","False","","False","This contains some vital research results.","/Game/Textures/Items/T_ResearchPackage.T_ResearchPackage",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"299","Mithril seeds","","299","False","","True","Magical seeds in a mithril case.","/Game/Textures/Items/T_MithrilSeeds.T_MithrilSeeds",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"301","Lobster pot","","301","False","","False","Useful for catching lobsters.","/Game/Textures/Items/T_LobsterPot.T_LobsterPot",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"303","Small fishing net","","303","False","","False","Useful for catching small fish.","/Game/Textures/Items/T_SmallFishingNet.T_SmallFishingNet",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"305","Big fishing net","","305","False","","False","Useful for catching lots of fish.","/Game/Textures/Items/T_BigFishingNet.T_BigFishingNet",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"307","Fishing rod","","307","False","","False","Useful for catching sardine or herring.","/Game/Textures/Items/T_FishingRod.T_FishingRod",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"309","Fly fishing rod","","309","False","","False","Useful for catching salmon or trout.","/Game/Textures/Items/T_FlyFishingRod.T_FlyFishingRod",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"311","Harpoon","","311","False","","False","Useful for catching really big fish.","/Game/Textures/Items/T_Harpoon.T_Harpoon",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"313","Fishing bait","","313","False","","True","For use with a fishing rod.","/Game/Textures/Items/T_FishingBait.T_FishingBait",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"314","Feather","","314","False","","True","Used for fly fishing.","/Game/Textures/Items/T_Feather.T_Feather",""
